name,category,subcategory,address,city,country,latitude,longitude,accepts_dogs,accepts_cats,dogs_on_leash_only,outdoor_seating,water_bowl_provided,has_toilets,has_shade,has_dog_area,has_fuel,rating,description,verified,source
Aire de Longeville-Sud,station_carburant,autoroute,,,France,49.1326797,6.6592818,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Tardenois Nord,station_carburant,autoroute,,,France,49.1268042,3.5360897,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Tardenois Sud,station_carburant,autoroute,,,France,49.1258674,3.537357,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Reims Champagne-Nord,station_carburant,autoroute,,,France,49.1200287,4.2445702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Verdun Saint-Nicolas-Nord,station_carburant,autoroute,,,France,49.1200232,5.5088631,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Reims Champagne-Sud,station_carburant,autoroute,,,France,49.1195769,4.2438645,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Autohof Herz'l,station_carburant,autoroute,,,France,49.0957174,8.6427267,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Valmy le Moulin,station_carburant,autoroute,,,France,49.0739698,4.7904725,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Valmy Orbeval,station_carburant,autoroute,,,France,49.0724069,4.7882098,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Vémars-Ouest,station_carburant,autoroute,,,France,49.0723248,2.5506049,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Vémars-Est,station_carburant,autoroute,,,France,49.0722804,2.5532819,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0702664,2.7156817,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0641904,1.9826629,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Attainville,station_carburant,autoroute,,,France,49.0601185,2.3480761,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0534088,2.1749359,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0483271,2.1330395,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Wunnenstein West,station_carburant,autoroute,,,France,49.0449105,9.2632583,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Wunnenstein Ost,station_carburant,autoroute,,,France,49.0446485,9.2646946,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0278927,2.3470844,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0263257,2.1029069,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Cergy-Pontoise,station_carburant,autoroute,,,France,49.0153682,2.1461194,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Cergy-Pontoise,station_carburant,autoroute,,,France,49.0127848,2.1487852,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,49.0093051,2.5372303,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.9997191,2.5226645,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.9950509,2.0802999,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire Nord de Rosny-sur-Seine,station_carburant,autoroute,,,France,48.9933743,1.6331402,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire Sud de Rosny-sur-Seine,station_carburant,autoroute,,,France,48.9921575,1.6330213,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Keskastel-Ouest,station_carburant,autoroute,,,France,48.9745768,7.0642852,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Keskastel-Est,station_carburant,autoroute,,,France,48.9722351,7.0686654,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d’Ussy sur Marne,station_carburant,autoroute,,,France,48.9711143,3.0639117,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Changis sur Marne,station_carburant,autoroute,,,France,48.963727,3.0532709,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.9604892,1.8448796,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.9418226,4.341103,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire Sud de Morainvilliers,station_carburant,autoroute,,,France,48.9417767,1.9512183,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire Nord de Morainvilliers,station_carburant,autoroute,,,France,48.941697,1.953671,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de La Courneuve Ouest,station_carburant,autoroute,,,France,48.9346001,2.393973,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de La Courneuve Est,station_carburant,autoroute,,,France,48.9337788,2.391783,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Clean&Go,station_carburant,autoroute,,,France,48.9249999,2.2098806,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Rasthof Pforzheim,station_carburant,autoroute,,,France,48.9078341,8.7731512,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de la Vallée de la Vire Gouvets,station_carburant,autoroute,,,France,48.9075346,-1.1049165,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Villevaudé,station_carburant,autoroute,,,France,48.9050306,2.6421905,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.9006746,2.3747056,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.8997138,2.8109943,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
BP,station_carburant,autoroute,,,France,48.8805345,2.4523922,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.8617045,2.1842017,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Loisy,station_carburant,autoroute,,,France,48.8608961,6.091744,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de l'Obrion,station_carburant,autoroute,,,France,48.8560511,6.0886467,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.8537703,2.8382117,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire des Haras,station_carburant,autoroute,,,France,48.848939,0.3732857,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.8427248,2.485351,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.8314671,9.1441953,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Bussy Saint-Georges,station_carburant,autoroute,,,France,48.8303881,2.7452672,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.8289144,2.5688092,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Ferrières,station_carburant,autoroute,,,France,48.8286145,2.7421815,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Rasthof Baden-Baden,station_carburant,autoroute,,,France,48.8095463,8.1823202,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Bois Senon,station_carburant,autoroute,,,France,48.798883,2.0033944,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7975027,2.6243203,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7948598,9.2258085,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire des Berchères,station_carburant,autoroute,,,France,48.7923678,2.6183258,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire Du Val Raymond.,station_carburant,autoroute,,,France,48.7923151,1.6317452,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de la Prairie,station_carburant,autoroute,,,France,48.7920915,1.6346445,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7805635,2.1731123,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7804622,2.4409157,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Pompadour,station_carburant,autoroute,,,France,48.778131,2.4407562,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7728087,1.991001,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Val de Grace,station_carburant,autoroute,,,France,48.7712829,2.2276977,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7699739,9.2488978,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7696673,1.9845587,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7674943,1.9512756,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Ozoir,station_carburant,autoroute,,,France,48.7673675,2.6500221,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Saverne - Eckartswiller,station_carburant,autoroute,,,France,48.7616967,7.3641629,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Saverne - Monswiller,station_carburant,autoroute,,,France,48.7605433,7.3638961,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Rungis Delta,station_carburant,autoroute,,,France,48.7570408,2.3486921,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Rasthof Bühl,station_carburant,autoroute,,,France,48.7544587,8.1322423,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.753928,2.3617776,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Bois de Vert,station_carburant,autoroute,,,France,48.7484724,1.2712452,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de la Couette,station_carburant,autoroute,,,France,48.7478438,1.2708614,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7477401,2.1969171,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Plaine Favreuse Est,station_carburant,autoroute,,,France,48.7464991,2.1961774,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7437376,1.9153413,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Sindelfinger Wald,station_carburant,autoroute,,,France,48.7421742,9.0341438,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7394748,2.6070106,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7380097,9.1652899,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7313373,4.2060176,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Brumath-Ouest,station_carburant,autoroute,,,France,48.7241375,7.6914997,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Pays d'Argentan,station_carburant,autoroute,,,France,48.7220588,-0.0570749,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Brumath-Est,station_carburant,autoroute,,,France,48.7211772,7.6953994,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.7049845,-3.022055,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.6906359,2.4543637,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.6836987,3.0868391,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Autohof Rheinau-Freistett,station_carburant,autoroute,,Rheinau,France,48.681012,7.9223686,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant. (Rheinau),TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.6482917,2.1880737,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Relais du Der Nord,station_carburant,autoroute,,,France,48.6476988,4.8671278,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Relais du Der Sud,station_carburant,autoroute,,,France,48.6469259,4.8675172,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Autohof Kirchheim/Teck,station_carburant,autoroute,,Kirchheim unter Teck,France,48.643684,9.4292438,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant. (Kirchheim unter Teck),TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.6419658,4.9020508,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Fond des Prés,station_carburant,autoroute,,,France,48.6383396,2.2020587,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Limours - Janvry,station_carburant,autoroute,,,France,48.6360744,2.147632,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Limours - Briis-sous-Forges,station_carburant,autoroute,,,France,48.6354585,2.1489192,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.6307694,2.4857233,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Fleury,station_carburant,autoroute,,,France,48.623668,2.3697833,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Rasthof Schönbuch-Ost,station_carburant,autoroute,,,France,48.6159464,8.9068475,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Rasthof Schönbuch-West,station_carburant,autoroute,,,France,48.6147898,8.9042884,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Relais Total Saint-Malo Est,station_carburant,autoroute,,,France,48.6134889,-1.9830602,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Galande,station_carburant,autoroute,,,France,48.6111834,2.6342354,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Canal de l’Est,station_carburant,autoroute,,,France,48.6067535,6.1741135,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Plessis Picard-Ourdy,station_carburant,autoroute,,,France,48.6027424,2.6011241,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.599816,2.2398252,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Villabé,station_carburant,autoroute,,,France,48.5952307,2.4433784,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Lisses,station_carburant,autoroute,,,France,48.594546,2.4427613,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.5938779,-0.6255852,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Vitrimont,station_carburant,autoroute,,,France,48.5910092,6.4246888,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Anthelupt,station_carburant,autoroute,,,France,48.5904852,6.4196492,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aleigne,station_carburant,autoroute,,,France,48.5877613,2.2512183,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire du Mont-Saint-Michel,station_carburant,autoroute,,,France,48.5856828,-1.3267027,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Autohof Kehl,station_carburant,autoroute,,Kehl,France,48.579578,7.8093758,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant. (Kehl),TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.570543,1.8319508,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.5630415,2.2286195,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Renchtal West,station_carburant,autoroute,,,France,48.5628596,7.9561497,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Renchtal Ost,station_carburant,autoroute,,,France,48.562615,7.9579182,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Porz an Park,station_carburant,autoroute,,,France,48.5493021,-3.4526376,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.543203,7.6244161,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de la Bruche,station_carburant,autoroute,,,France,48.5391221,7.5817068,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Ostwald-Ouest,station_carburant,autoroute,,,France,48.538493,7.7173199,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Ostwald-Est,station_carburant,autoroute,,,France,48.537316,7.7163807,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.5343265,7.4016765,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Plerneuf,station_carburant,autoroute,,,France,48.5246731,-2.8889383,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.4884619,-2.4363981,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.4790412,-2.6249884,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Chartres-Gasville,station_carburant,autoroute,,,France,48.4683767,1.5787603,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Chartres-Bois Paris,station_carburant,autoroute,,,France,48.466905,1.5793541,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de la Dentelle d'Alençon,station_carburant,autoroute,,,France,48.456684,0.125789,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire des Jonchets -Les Récompenses,station_carburant,autoroute,,,France,48.4282682,2.9295243,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire des Jonchets -La Grande Paroisse,station_carburant,autoroute,,,France,48.4268917,2.9291402,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de Charmont-sous-Barbuise,station_carburant,autoroute,,,France,48.4103393,4.1436684,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.4057805,2.1231355,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Autohof Empfingen,station_carburant,autoroute,,,France,48.386467,8.7230929,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Achères,station_carburant,autoroute,,,France,48.3623906,2.5736788,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire d'Achères-la-Forêt,station_carburant,autoroute,,,France,48.3617624,2.5730446,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
Aire de service,station_carburant,autoroute,,,France,48.3612164,-4.7769926,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,TRUE,4.0,Aire de service avec carburant.,TRUE,osm
