name,category,subcategory,address,city,country,latitude,longitude,accepts_dogs,accepts_cats,dogs_on_leash_only,outdoor_seating,water_bowl_provided,rating,description,verified,source,opening_hours
Station 71 Versailles,station_carburant,,71 RUE DES CHANTIERS,Versailles,France,48.793,2.143,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (78000 Versailles)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Jussey,station_carburant,,RUE DE LA LIBERATION,Jussey,France,47.829,5.892,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🔵 Gaz  💳 CB 24h/24. (70500 Jussey)",true,prix_carburants_gouv,Ouvert 24h/24
Station 26 Argentonnay,station_carburant,,26 av camille jouffrault - Argenton les vallées,Argentonnay,France,46.985301,-0.453143,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. (79150 Argentonnay)",true,prix_carburants_gouv,
Station 18 Saint-Dié-des-Vosges,station_carburant,,18 Rue d'Épinal,Saint-Dié-des-Vosges,France,48.288,6.928,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🚗 Lavage. (88100 Saint-Dié-des-Vosges)",true,prix_carburants_gouv,Ouvert 24h/24
Station 99 Landiras,station_carburant,,99 ROUTE DE GUILLOS,Landiras,France,44.562,-0.419,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🍽️ Restauration  🔵 Gaz. (33720 Landiras)",true,prix_carburants_gouv,Ouvert 24h/24
Station route Pont-Scorff,station_carburant,,route de Lorient,Pont-Scorff,France,47.832,-3.401,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (56620 Pont-Scorff)",true,prix_carburants_gouv,
Station RUE Fismes,station_carburant,,RUE DE LA GARE,Fismes,France,49.309611,3.686705,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🚗 Lavage  🔵 Gaz  💳 DAB. (51170 Fismes)",true,prix_carburants_gouv,
Station ROUTE Trignac,station_carburant,,ROUTE DE ST NAZAIRE - Z.C. SAVIN,Trignac,France,47.293,-2.209,true,false,true,false,false,,"⛽ Diesel, E85. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (44570 Trignac)",true,prix_carburants_gouv,
Station 17 Besançon,station_carburant,,17 Rue de l'Amitié,Besançon,France,47.23329,5.98521,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🔧 Gonflage  🔵 Gaz  💳 DAB. (25000 Besançon)",true,prix_carburants_gouv,
Station 210 Troyes,station_carburant,,210 Rue du Faubourg Croncels,Troyes,France,48.283,4.079,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (10000 Troyes)",true,prix_carburants_gouv,
Station 90 Bayonne,station_carburant,,90 avenue Henri de Navarre,Bayonne,France,43.505,-1.444,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (64100 Bayonne)",true,prix_carburants_gouv,Ouvert 24h/24
Station AVENUE Chartres,station_carburant,,AVENUE MARCEL PROUST,Chartres,France,48.451,1.516,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 CB 24h/24. (28000 Chartres)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Richemont,station_carburant,,Rue de Metz,Richemont,France,49.297551,6.165217,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (57270 Richemont)",true,prix_carburants_gouv,
Station ROUTE Eymet,station_carburant,,ROUTE DE LA PLAINE DE BRETOU,Eymet,France,44.675512,0.405535,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🛒 Boutique  💳 CB 24h/24. (24500 Eymet)",true,prix_carburants_gouv,Ouvert 24h/24
Station Cours Vico,station_carburant,,Cours Joseph Colonna,Vico,France,42.167,8.799,true,false,true,false,false,,"⛽ Diesel, SP95. 📦 Relais colis. (20160 Vico)",true,prix_carburants_gouv,
Station 16 Laon,station_carburant,,16 Boulevard Pierre Brossolette,Laon,France,49.57,3.621,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. (02000 Laon)",true,prix_carburants_gouv,
Station Route Saint-Jean-le-Blanc,station_carburant,,Route de Saint-Cyr-en-Val,Saint-Jean-le-Blanc,France,47.87568,1.9348,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 DAB. (45650 Saint-Jean-le-Blanc)",true,prix_carburants_gouv,
Station ZAC Castelsarrasin,station_carburant,,ZAC du Barraouet,Castelsarrasin,France,44.057,1.102,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (82100 Castelsarrasin)",true,prix_carburants_gouv,Ouvert 24h/24
Station rd28 Tessancourt-sur-Aubette,station_carburant,,rd28,Tessancourt-sur-Aubette,France,49.012611,1.90925,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz. (78250 Tessancourt-sur-Aubette)",true,prix_carburants_gouv,
Station le Vitry-en-Charollais,station_carburant,,le mont,Vitry-en-Charollais,France,46.464,4.086,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage. (71600 Vitry-en-Charollais)",true,prix_carburants_gouv,
Station Avenue Saint-Avold,station_carburant,,Avenue du Général Patton,Saint-Avold,France,49.116,6.708,true,false,true,false,false,,"⛽ Diesel, E85, E10. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (57500 Saint-Avold)",true,prix_carburants_gouv,Ouvert 24h/24
"Station 16, Marsac-sur-l'Isle",station_carburant,,"16, Rue des Fleurs",Marsac-sur-l'Isle,France,45.2,0.668,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (24650 Marsac-sur-l'Isle)",true,prix_carburants_gouv,Ouvert 24h/24
Station 108 Flers,station_carburant,,108 RUE DE MESSEI,Flers,France,48.744148,-0.563049,true,false,true,false,false,,"⛽ Diesel, SP95, E85. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (61100 Flers)",true,prix_carburants_gouv,Ouvert 24h/24
Station 60 Lunéville,station_carburant,,60 Boulevard Georges Pompidou,Lunéville,France,48.59664,6.47738,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (54300 Lunéville)",true,prix_carburants_gouv,
Station Route Pornic,station_carburant,,Route Bleue,Pornic,France,47.124357,-2.103635,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  💳 DAB. (44210 Pornic)",true,prix_carburants_gouv,
Station 80 Niort,station_carburant,,80 Avenue Saint-Jean d'Angély,Niort,France,46.318,-0.466,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 📦 Relais colis  🔧 Gonflage  🔵 Gaz  💳 CB 24h/24. (79000 Niort)",true,prix_carburants_gouv,Ouvert 24h/24
Station 52 Saint-Sauveur,station_carburant,,52 ROUTE DE CEPET,Saint-Sauveur,France,43.756,1.408,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24  💳 DAB. (31790 Saint-Sauveur)",true,prix_carburants_gouv,Ouvert 24h/24
Station 2 Brie,station_carburant,,2 LE HARDIER,Brie,France,47.972,-1.539,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (35150 Brie)",true,prix_carburants_gouv,Ouvert 24h/24
Station 9 Louveciennes,station_carburant,,9 TER QUAI CONTI RN 13,Louveciennes,France,48.875,2.119,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (78430 Louveciennes)",true,prix_carburants_gouv,Ouvert 24h/24
Station LES Nueil-les-Aubiers,station_carburant,,LES 2 VILLAGES,Nueil-les-Aubiers,France,46.947,-0.596,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (79250 Nueil-les-Aubiers)",true,prix_carburants_gouv,Ouvert 24h/24
Station 29 Antibes,station_carburant,,29 BD GENERAL VAUTRIN,Antibes,France,43.587,7.119,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (06600 Antibes)",true,prix_carburants_gouv,
Station A62-AIRE Saint-Michel-de-Rieufret,station_carburant,,A62-AIRE DES TERRES DE GRAVES SUD,Saint-Michel-de-Rieufret,France,44.645,-0.436,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. (33720 Saint-Michel-de-Rieufret)",true,prix_carburants_gouv,
Station 2 Miramas,station_carburant,,2 AVENUE DU SUD,Miramas,France,43.594,4.997,true,false,true,false,false,,"⛽ Diesel, E85. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto  🔵 Gaz. (13140 Miramas)",true,prix_carburants_gouv,"Lun 06.00-21.00, Mar 06.00-21.00, Mer 06.00-21.00"
Station 27 Beaune,station_carburant,,27 Route de Pommard,Beaune,France,47.018,4.827,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. (21200 Beaune)",true,prix_carburants_gouv,
Station 15 Portes-lès-Valence,station_carburant,,15 AVE JEAN JAURES,Portes-lès-Valence,France,44.878728,4.878184,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (26800 Portes-lès-Valence)",true,prix_carburants_gouv,
Station 105 Toulouse,station_carburant,,105 Route de Narbonne,Toulouse,France,43.566,1.459,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. (31400 Toulouse)",true,prix_carburants_gouv,
Station ROUTE Vendargues,station_carburant,,ROUTE D'ALES,Vendargues,France,43.656,3.962,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (34740 Vendargues)",true,prix_carburants_gouv,
Station RN Vendargues,station_carburant,,RN 113,Vendargues,France,43.654,3.966,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (34740 Vendargues)",true,prix_carburants_gouv,Ouvert 24h/24
Station AIRE Arlay,station_carburant,,AIRE DU JURA,Arlay,France,46.776,5.523,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  💳 CB 24h/24. (39140 Arlay)",true,prix_carburants_gouv,Ouvert 24h/24
Station 5 Lamotte-Beuvron,station_carburant,,5 AV. DE L'HOTEL DE VILLE,Lamotte-Beuvron,France,47.599445,2.023159,true,false,true,false,false,,⛽ Diesel. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage. (41600 Lamotte-Beuvron),true,prix_carburants_gouv,
Station 12 Compiègne,station_carburant,,12 Avenue des Martyrs de la Liberté,Compiègne,France,49.401,2.807,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (60200 Compiègne)",true,prix_carburants_gouv,
Station 71 Alençon,station_carburant,,71 Avenue de Quakenbruck,Alençon,France,48.44,0.105,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (61000 Alençon)",true,prix_carburants_gouv,
Station 22 Bizanos,station_carburant,,22 ROUTE DE TARBES,Bizanos,France,43.303805,-0.323237,true,false,true,false,false,,⛽ Carburant. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (64320 Bizanos),true,prix_carburants_gouv,
Station La Vindry-sur-Turdine,station_carburant,,La Croisette,Vindry-sur-Turdine,France,45.87792,4.5113,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔵 Gaz  💳 DAB. (69490 Vindry-sur-Turdine)",true,prix_carburants_gouv,
Station Route Saint-Martin,station_carburant,,Route de Tarbes,Saint-Martin,France,43.501,0.394,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (32300 Saint-Martin)",true,prix_carburants_gouv,
Station RN Épinay-Champlâtreux,station_carburant,,RN 16,Épinay-Champlâtreux,France,49.085,2.416,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage. (95270 Épinay-Champlâtreux)",true,prix_carburants_gouv,"Lun 06.00-20.00, Mar 06.00-20.00, Mer 06.00-20.00"
Station 329 Solliès-Ville,station_carburant,,329 Route de la Crau,Solliès-Ville,France,43.16,6.064,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🚗 Lavage. (83210 Solliès-Ville)",true,prix_carburants_gouv,Ouvert 24h/24
Station Avenue Forbach,station_carburant,,Avenue de l'Europe,Forbach,France,49.175,6.884,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (57600 Forbach)",true,prix_carburants_gouv,
Station la Azay-le-Brûlé,station_carburant,,la Plaine d'Azia,Azay-le-Brûlé,France,46.40727,-0.225,true,false,true,false,false,,"⛽ Diesel, SP95, GPL, E10, SP98. 🛒 Boutique  🛒 Boutique  🍽️ Restauration  🔧 Gonflage. (79400 Azay-le-Brûlé)",true,prix_carburants_gouv,
Station 229 Saint Aulaye-Puymangou,station_carburant,,229 les grand champs,Saint Aulaye-Puymangou,France,45.168,0.081,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🚗 Lavage. (24410 Saint Aulaye-Puymangou)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue La Bruffière,station_carburant,,Rue de la Brûlerie,La Bruffière,France,47.013,-1.193,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (85530 La Bruffière)",true,prix_carburants_gouv,Ouvert 24h/24
Station 597 Rochefort-du-Gard,station_carburant,,597 AVENUE DE SIGNARGUES,Rochefort-du-Gard,France,43.975,4.684,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🏕️ Camping-cars. (30650 Rochefort-du-Gard)",true,prix_carburants_gouv,Ouvert 24h/24
Station A9 Fabrègues,station_carburant,,A9 Sens Espagne Paris,Fabrègues,France,43.544,3.792,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (34690 Fabrègues)",true,prix_carburants_gouv,Ouvert 24h/24
Station 91 Cuers,station_carburant,,91 rue de la merlette,Cuers,France,43.251,6.097,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 📦 Relais colis  🍽️ Restauration  🔧 Gonflage  🚗 Lavage auto. (83390 Cuers)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Falaise,station_carburant,,Route d'Argentan,Falaise,France,48.887,-0.191,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🔵 Gaz. (14700 Falaise)",true,prix_carburants_gouv,Ouvert 24h/24
"Station 520, Corbelin",station_carburant,,"520, Avenue des Frères Joseph et Marcel Guiguet",Corbelin,France,45.61,5.537,true,false,true,false,false,,"⛽ Diesel, E10. 🔵 Gaz  💳 DAB. (38630 Corbelin)",true,prix_carburants_gouv,
Station ZA Aillas,station_carburant,,ZA DU BOIS MAJOU NORD,Aillas,France,44.522291,-0.046725,true,false,true,false,false,,"⛽ Diesel, E10. 💳 DAB. (33124 Aillas)",true,prix_carburants_gouv,
Station Rue Behren-lès-Forbach,station_carburant,,Rue de Sarreguemines,Behren-lès-Forbach,France,49.177,6.927,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🚻 Toilettes  📦 Relais colis  🍽️ Restauration  🔵 Gaz. (57600 Behren-lès-Forbach)",true,prix_carburants_gouv,Ouvert 24h/24
Station ROUTE Sommesous,station_carburant,,ROUTE NATIONALE 4,Sommesous,France,48.731949,4.205155,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. (51320 Sommesous)",true,prix_carburants_gouv,
"Station 344, La Colle-sur-Loup",station_carburant,,"344, Chemin des Moulières",La Colle-sur-Loup,France,43.674,7.123,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (06480 La Colle-sur-Loup)",true,prix_carburants_gouv,Ouvert 24h/24
Station RN134 Jurançon,station_carburant,,RN134 18 AV HENRI 4,Jurançon,France,43.28562,-0.38335,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto  🔵 Gaz. (64110 Jurançon)",true,prix_carburants_gouv,
Station 60 Mesnil-Roc'h,station_carburant,,60 Rue de la Libération,Mesnil-Roc'h,France,48.442,-1.914,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto  🚗 Lavage. (35720 Mesnil-Roc'h)",true,prix_carburants_gouv,Ouvert 24h/24
Station 48 Béziers,station_carburant,,48 Rue Gerry Roufs,Béziers,France,43.366,3.209,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🍽️ Restauration  🔧 Gonflage  🚗 Lavage auto. (34500 Béziers)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Pontailler-sur-Saône,station_carburant,,RUE DE LA GARE,Pontailler-sur-Saône,France,47.311,5.41,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 💳 CB 24h/24. (21270 Pontailler-sur-Saône)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Fontaine-la-Guyon,station_carburant,,Rue Pasteur,Fontaine-la-Guyon,France,48.475,1.322,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  💳 CB 24h/24. (28190 Fontaine-la-Guyon)",true,prix_carburants_gouv,Ouvert 24h/24
Station 8 Le Tour-du-Parc,station_carburant,,8 rue de la Mairie - le Bourg,Le Tour-du-Parc,France,47.526,-2.646,true,false,true,false,false,,"⛽ Diesel, SP95. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔵 Gaz. (56370 Le Tour-du-Parc)",true,prix_carburants_gouv,Ouvert 24h/24
Station Hent Plomelin,station_carburant,,Hent Kergoff,Plomelin,France,47.936,-4.157,true,false,true,false,false,,"⛽ Diesel, SP95. 📦 Relais colis  🛒 Boutique  🔵 Gaz. (29700 Plomelin)",true,prix_carburants_gouv,
Station 7 Elbeuf,station_carburant,,7 rue du Neubourg,Elbeuf,France,49.286,1.009,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24. (76500 Elbeuf)",true,prix_carburants_gouv,Ouvert 24h/24
Station quartier La Tour-en-Maurienne,station_carburant,,quartier longefan,La Tour-en-Maurienne,France,45.2906,6.35676,true,false,true,false,false,,"⛽ Diesel, SP95, E10. 🚗 Lavage auto  🔵 Gaz  💳 DAB. (73300 La Tour-en-Maurienne)",true,prix_carburants_gouv,
Station ZAC Gréasque,station_carburant,,ZAC des Pradeaux,Gréasque,France,43.436,5.54,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (13850 Gréasque)",true,prix_carburants_gouv,Ouvert 24h/24
Station 13 Châtellerault,station_carburant,,13 Avenue Honoré de Balzac,Châtellerault,France,46.792,0.526,true,false,true,false,false,,⛽ Diesel. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (86100 Châtellerault),true,prix_carburants_gouv,Ouvert 24h/24
Station ROUTE Louvigné-de-Bais,station_carburant,,ROUTE DE VITRE,Louvigné-de-Bais,France,48.054,-1.32,true,false,true,false,false,,"⛽ Diesel, SP95. (35680 Louvigné-de-Bais)",true,prix_carburants_gouv,"Lun 07.45-18.45, Mar 07.45-18.45, Mer 07.45-18.45"
Station 63 Loyettes,station_carburant,,63 Rue du Bugey,Loyettes,France,45.779,5.213,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (01360 Loyettes)",true,prix_carburants_gouv,
Station Rue Migennes,station_carburant,,Rue Pierre et Marie Curie,Migennes,France,47.962,3.505,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 💳 CB 24h/24. (89400 Migennes)",true,prix_carburants_gouv,Ouvert 24h/24
Station 101 Dourdan,station_carburant,,101 Avenue de Paris,Dourdan,France,48.531,2.029,true,false,true,false,false,,"⛽ Diesel, E85. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (91410 Dourdan)",true,prix_carburants_gouv,Ouvert 24h/24
Station 35 Nîmes,station_carburant,,35 RUE RUDOLPHE DIESEL,Nîmes,France,43.812,4.339,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (30900 Nîmes)",true,prix_carburants_gouv,"Lun 06.00-20.00, Mar 06.00-20.00, Mer 06.00-20.00"
Station 1 Maîche,station_carburant,,1 Rue du Jura,Maîche,France,47.246,6.811,true,false,true,false,false,,"⛽ Diesel, SP95, E10. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (25120 Maîche)",true,prix_carburants_gouv,Ouvert 24h/24
Station 51bis Fleury-sur-Orne,station_carburant,,51bis Av. d'Harcourt,Fleury-sur-Orne,France,49.157273,-0.368608,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔵 Gaz. (14123 Fleury-sur-Orne)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Saint-Amant-de-Boixe,station_carburant,,Route de Mansle,Saint-Amant-de-Boixe,France,45.804,0.14,true,false,true,false,false,,"⛽ Diesel, SP95, E10. 🚻 Toilettes  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (16330 Saint-Amant-de-Boixe)",true,prix_carburants_gouv,
Station 8 Bergerac,station_carburant,,8 RUE CLAUDE BERNARD,Bergerac,France,44.863,0.467,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🔧 Gonflage  🔵 Gaz. (24100 Bergerac)",true,prix_carburants_gouv,Ouvert 24h/24
Station 515 Entraigues-sur-la-Sorgue,station_carburant,,515 Route de Carpentras,Entraigues-sur-la-Sorgue,France,44.005,4.932,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔵 Gaz. (84320 Entraigues-sur-la-Sorgue)",true,prix_carburants_gouv,
Station Le Lavelanet-de-Comminges,station_carburant,,Le Village,Lavelanet-de-Comminges,France,43.261,1.116,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24. (31390 Lavelanet-de-Comminges)",true,prix_carburants_gouv,Ouvert 24h/24
Station AIRE Vitrolles,station_carburant,,AIRE DE VITROLLES EST AUTOROUTE 7,Vitrolles,France,43.446461,5.24317,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (13127 Vitrolles)",true,prix_carburants_gouv,
Station 2 Châlette-sur-Loing,station_carburant,,2 avenue du Général Leclerc,Châlette-sur-Loing,France,48.021,2.737,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  💳 CB 24h/24. (45120 Châlette-sur-Loing)",true,prix_carburants_gouv,Ouvert 24h/24
Station Lieu-dit Détrier,station_carburant,,Lieu-dit Champ Virieu,Détrier,France,45.44377,6.09615,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (73110 Détrier)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Hasparren,station_carburant,,Route d'Elizaberri,Hasparren,France,43.38644,-1.313921,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24. (64240 Hasparren)",true,prix_carburants_gouv,Ouvert 24h/24
Station LE Saint-Jean-d'Aulps,station_carburant,,LE VERNAY BRON,Saint-Jean-d'Aulps,France,46.235416,6.655082,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 DAB. (74430 Saint-Jean-d'Aulps)",true,prix_carburants_gouv,
Station 715 Varennes-lès-Mâcon,station_carburant,,715 ROUTE NATIONALE 6,Varennes-lès-Mâcon,France,46.27,4.797,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  💳 CB 24h/24. (71000 Varennes-lès-Mâcon)",true,prix_carburants_gouv,Ouvert 24h/24
Station 14 Mende,station_carburant,,14 AVENUE FOCH,Mende,France,44.518412,3.492121,true,false,true,false,false,,⛽ Carburant. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (48000 Mende),true,prix_carburants_gouv,
Station 4 Sallertaine,station_carburant,,4 rue Charles Milcendeau,Sallertaine,France,46.856,-1.897,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  💳 CB 24h/24. (85300 Sallertaine)",true,prix_carburants_gouv,Ouvert 24h/24
"Station 1, Hérouville-Saint-Clair",station_carburant,,"1, RUE GUYON DE GUERCHEVILLE",Hérouville-Saint-Clair,France,49.200253,-0.344897,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto  🚗 Lavage. (14200 Hérouville-Saint-Clair)",true,prix_carburants_gouv,
Station CD Bout-du-Pont-de-Larn,station_carburant,,CD 54 - RN 112 lieu dit Lagarrigue,Bout-du-Pont-de-Larn,France,43.498,2.4,true,false,true,false,false,,"⛽ Diesel, SP95, GPL, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔵 Gaz. (81660 Bout-du-Pont-de-Larn)",true,prix_carburants_gouv,
Station 252/259 Limoges,station_carburant,,252/259 AVENUE DU GENERAL LECLER,Limoges,France,45.855,1.266,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (87100 Limoges)",true,prix_carburants_gouv,
Station Avenue Perrecy-les-Forges,station_carburant,,Avenue Francis Pautonnier,Perrecy-les-Forges,France,46.615,4.212,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🔵 Gaz. (71420 Perrecy-les-Forges)",true,prix_carburants_gouv,
Station 98T Sceaux,station_carburant,,98T AV DE BOURG LA REINE,Sceaux,France,48.785,2.305,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (92220 Sceaux)",true,prix_carburants_gouv,"Lun 06.30-21.00, Mar 06.30-21.00, Mer 06.30-21.00"
