name,category,subcategory,address,city,country,latitude,longitude,accepts_dogs,accepts_cats,dogs_on_leash_only,outdoor_seating,water_bowl_provided,rating,description,verified,source,opening_hours
Station ROUTE Condat,station_carburant,,ROUTE DU STADE,Condat,France,45.33826,2.76036,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🚻 Toilettes  🔧 Gonflage  💳 DAB. (15190 Condat)",true,prix_carburants_gouv,
Station 11 Plessé,station_carburant,,11 bis rue charles perron,Plessé,France,47.542543,-1.882702,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🛒 Boutique  🔵 Gaz. (44630 Plessé)",true,prix_carburants_gouv,
Station 2 Saint-Mars-du-Désert,station_carburant,,2 Rue Beau Soleil,Saint-Mars-du-Désert,France,47.361,-1.408,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🚗 Lavage auto  🚗 Lavage  🔵 Gaz  💳 CB 24h/24. (44850 Saint-Mars-du-Désert)",true,prix_carburants_gouv,Ouvert 24h/24
"Station 55, Carrières-sous-Poissy",station_carburant,,"55, Route d'Andresy",Carrières-sous-Poissy,France,48.956,2.042,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🔵 Gaz. (78955 Carrières-sous-Poissy)",true,prix_carburants_gouv,
Station Avenue Cannes,station_carburant,,Avenue Francis Tonner,Cannes,France,43.55,6.97,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 DAB. (06150 Cannes)",true,prix_carburants_gouv,
Station 2 Avermes,station_carburant,,2 Rue Alphonse Daudet,Avermes,France,46.587,3.315,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL. 💳 CB 24h/24  💳 DAB. (03000 Avermes)",true,prix_carburants_gouv,Ouvert 24h/24
Station RN Trangé,station_carburant,,RN 157 - LE RELAIS DE LA LANDE,Trangé,France,48.021,0.108,true,false,true,false,false,,"⛽ Diesel, E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (72650 Trangé)",true,prix_carburants_gouv,"Lun 07.30-19.30, Mar 07.30-19.30, Mer 07.30-19.30"
Station AVENUE Péronne,station_carburant,,AVENUE DE L EUROPE,Péronne,France,49.939,2.926,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🔵 Gaz  💳 DAB. (80200 Péronne)",true,prix_carburants_gouv,
Station 1 Romagnat,station_carburant,,1 AVENUE DU SANCY - SAULZET LE CHAUD,Romagnat,France,45.714981,3.069878,true,false,true,false,false,,"⛽ Diesel, E85, SP98. 💳 CB 24h/24. (63540 Romagnat)",true,prix_carburants_gouv,Ouvert 24h/24
Station LIEU Villefranche-de-Rouergue,station_carburant,,LIEU DIT BERNUSSOU,Villefranche-de-Rouergue,France,44.359,1.997,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (12200 Villefranche-de-Rouergue)",true,prix_carburants_gouv,Ouvert 24h/24
Station Avenue Millau,station_carburant,,Avenue de l'Europe,Millau,France,44.087295,3.056489,true,false,true,false,false,,"⛽ Diesel, GPL. 🚗 Lavage auto  💳 CB 24h/24. (12100 Millau)",true,prix_carburants_gouv,Ouvert 24h/24
Station LASCHAMPS Chabrignac,station_carburant,,LASCHAMPS,Chabrignac,France,45.316832,1.336977,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  💳 CB 24h/24. (19350 Chabrignac)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Saint-Marcel,station_carburant,,Route de Saint-Marin,Saint-Marcel,France,46.604,1.508,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🔧 Gonflage  🚗 Lavage  🔵 Gaz. (36200 Saint-Marcel)",true,prix_carburants_gouv,
Station ROUTE Rots,station_carburant,,ROUTE NATIONALE 13,Rots,France,49.198,-0.461,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  💳 CB 24h/24. (14980 Rots)",true,prix_carburants_gouv,Ouvert 24h/24
Station D70 Calonne-Ricouart,station_carburant,,D70,Calonne-Ricouart,France,50.49331,2.495672,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  💳 CB 24h/24. (62470 Calonne-Ricouart)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Bouaye,station_carburant,,Rue de Nantes,Bouaye,France,47.144,-1.679,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 📦 Relais colis  🔧 Gonflage  🚗 Lavage auto  🚗 Lavage. (44830 Bouaye)",true,prix_carburants_gouv,
Station 31 Reims,station_carburant,,31 Rue de Neufchâtel,Reims,France,49.27198,4.02634,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔵 Gaz  💳 DAB. (51100 Reims)",true,prix_carburants_gouv,
Station 321 Châteaurenard,station_carburant,,321 Boulevard Ernest Genevet,Châteaurenard,France,43.888,4.849,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🔵 Gaz  💳 CB 24h/24. (13160 Châteaurenard)",true,prix_carburants_gouv,Ouvert 24h/24
Station 28 Chassieu,station_carburant,,28 Route de Lyon,Chassieu,France,45.739,4.957,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🔧 Gonflage. (69680 Chassieu)",true,prix_carburants_gouv,"Lun 08.30-19.30, Mar 08.30-19.30, Mer 08.30-19.30"
Station ZA Marat,station_carburant,,ZA LA DINASSE,Marat,France,45.658845,3.660763,true,false,true,false,false,,"⛽ Diesel, SP95, E85. 💳 CB 24h/24. (63480 Marat)",true,prix_carburants_gouv,Ouvert 24h/24
Station 27 Thaon-les-Vosges,station_carburant,,27 rue d'Alsace,Thaon-les-Vosges,France,48.246,6.423,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24. (88150 Thaon-les-Vosges)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Licques,station_carburant,,Rue de Courtebourne,Licques,France,50.79,1.951,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (62850 Licques)",true,prix_carburants_gouv,Ouvert 24h/24
Station BD.CLEMENCEAU Le Havre,station_carburant,,BD.CLEMENCEAU,Le Havre,France,49.489,0.098,true,false,true,false,false,,"⛽ Diesel, SP98. 💳 CB 24h/24. (76600 Le Havre)",true,prix_carburants_gouv,Ouvert 24h/24
Station 315 Vizille,station_carburant,,315 rue Ambroise Croizat,Vizille,France,45.084,5.76,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 DAB. (38220 Vizille)",true,prix_carburants_gouv,
Station 7 Combourg,station_carburant,,7 AV. DES ERABLES,Combourg,France,48.412399,-1.746216,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔧 Gonflage  🚗 Lavage auto  🔵 Gaz  💳 DAB. (35270 Combourg)",true,prix_carburants_gouv,
Station KERNOUS,station_carburant,,KERNOUS,,France,47.765,-3.302,true,false,true,false,false,,"⛽ Diesel, E10. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (56700 )",true,prix_carburants_gouv,
Station rue École-Valentin,station_carburant,,rue de la combe du puits,École-Valentin,France,47.277,5.994,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (25480 École-Valentin)",true,prix_carburants_gouv,Ouvert 24h/24
Station 33 Wissembourg,station_carburant,,33 rue de la Pépiniére,Wissembourg,France,49.026891,7.94644,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (67160 Wissembourg)",true,prix_carburants_gouv,
Station Z.a Lure,station_carburant,,Z.a la Saline,Lure,France,47.67185,6.51182,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. (70200 Lure)",true,prix_carburants_gouv,
Station 5 Le Haillan,station_carburant,,5 AV DE MAGUDAS,Le Haillan,France,44.861,-0.694,true,false,true,false,false,,⛽ Diesel. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (33187 Le Haillan),true,prix_carburants_gouv,Ouvert 24h/24
Station 53 Villetaneuse,station_carburant,,53 ROUTE DE SAINT LEU,Villetaneuse,France,48.949,2.343,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (93800 Villetaneuse)",true,prix_carburants_gouv,
Station 5 Merlevenez,station_carburant,,5 Rue de la Madeleine,Merlevenez,France,47.736,-3.232,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (56700 Merlevenez)",true,prix_carburants_gouv,
Station 26 Mours-Saint-Eusèbe,station_carburant,,26 Avenue Dauphiné-Provence,Mours-Saint-Eusèbe,France,45.069,5.051,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24. (26540 Mours-Saint-Eusèbe)",true,prix_carburants_gouv,Ouvert 24h/24
Station 80 Sainte-Cécile-les-Vignes,station_carburant,,80 route de travaillan,Sainte-Cécile-les-Vignes,France,44.232,4.883,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (84290 Sainte-Cécile-les-Vignes)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Château-Salins,station_carburant,,Rue de METZ,Château-Salins,France,48.82386,6.5071,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (57170 Château-Salins)",true,prix_carburants_gouv,
Station Route Allonzier-la-Caille,station_carburant,,Route de Genève,Allonzier-la-Caille,France,46.009,6.114,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 📦 Relais colis  🛒 Boutique  🔵 Gaz  💳 CB 24h/24. (74350 Allonzier-la-Caille)",true,prix_carburants_gouv,Ouvert 24h/24
Station AVENUE Maurepas,station_carburant,,AVENUE DE LANGRES,Maurepas,France,48.762,1.946,true,false,true,false,false,,"⛽ Diesel, E10. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (78310 Maurepas)",true,prix_carburants_gouv,"Lun 06.30-21.30, Mar 06.30-21.30"
Station 226 Saint-Paul-lès-Dax,station_carburant,,226 Rue Maurice Menton,Saint-Paul-lès-Dax,France,43.732,-1.045,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🛒 Boutique  🛒 Boutique  🔵 Gaz  💳 CB 24h/24. (40990 Saint-Paul-lès-Dax)",true,prix_carburants_gouv,Ouvert 24h/24
Station 14 Mougins,station_carburant,,14 Chemin des Campelières,Mougins,France,43.581,7.007,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (06110 Mougins)",true,prix_carburants_gouv,"Lun 07.00-20.00, Mar 07.00-20.00, Mer 07.00-20.00"
Station rue Montigny-lès-Metz,station_carburant,,rue de Nomény,Montigny-lès-Metz,France,49.08729,6.15686,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🍽️ Restauration  🔧 Gonflage. (57950 Montigny-lès-Metz)",true,prix_carburants_gouv,
Station Rue Lisses,station_carburant,,Rue de Corbeil,Lisses,France,48.59986,2.4344,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 💳 CB 24h/24  💳 DAB. (91090 Lisses)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Criquetot-l'Esneval,station_carburant,,Rue de la Gare,Criquetot-l'Esneval,France,49.643,0.269,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 DAB. (76280 Criquetot-l'Esneval)",true,prix_carburants_gouv,
Station Carrefour Vesoul,station_carburant,,Carrefour de la Vaugine,Vesoul,France,47.640644,6.14428,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🛒 Boutique  🍽️ Restauration  🔧 Gonflage. (70000 Vesoul)",true,prix_carburants_gouv,
Station 33a Molsheim,station_carburant,,33a Route de Dachstein,Molsheim,France,48.541549,7.502752,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (67120 Molsheim)",true,prix_carburants_gouv,
Station ZA La Feuillade,station_carburant,,ZA LE GUINASSOU,La Feuillade,France,45.124335,1.396424,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (24120 La Feuillade)",true,prix_carburants_gouv,
Station 27 Paris,station_carburant,,27 AVENUE DE LA PORTE D'ITALIE,Paris,France,48.817,2.36,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🛒 Boutique  🛒 Boutique  🔧 Gonflage. (75013 Paris)",true,prix_carburants_gouv,
Station BD Angoulême,station_carburant,,BD DU 8 MAI 1945,Angoulême,France,45.66,0.165,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (16000 Angoulême)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Civray,station_carburant,,Rue de la Pierre du Theil,Civray,France,46.14157,0.30294,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (86400 Civray)",true,prix_carburants_gouv,
Station 2 Grenade-sur-l'Adour,station_carburant,,2 Avenue de Mont de Marsan,Grenade-sur-l'Adour,France,43.774,-0.432,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🛒 Boutique  🛒 Boutique  🔵 Gaz  💳 CB 24h/24. (40270 Grenade-sur-l'Adour)",true,prix_carburants_gouv,Ouvert 24h/24
Station 45 Lembach,station_carburant,,45 ROUTE DE BITCHE,Lembach,France,49.008,7.789,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🔧 Gonflage  🚗 Lavage. (67510 Lembach)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Pierre-de-Bresse,station_carburant,,Route de Lons-le-Saunier,Pierre-de-Bresse,France,46.878,5.271,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 💳 CB 24h/24. (71270 Pierre-de-Bresse)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Yzosse,station_carburant,,Route de Montfort,Yzosse,France,43.707186,-1.022978,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (40100 Yzosse)",true,prix_carburants_gouv,Ouvert 24h/24
Station RN Saint-Germain-lès-Corbeil,station_carburant,,RN 104 Aire Des Chevreaux,Saint-Germain-lès-Corbeil,France,48.63,2.487,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (91250 Saint-Germain-lès-Corbeil)",true,prix_carburants_gouv,Ouvert 24h/24
Station 320 Brunstatt-Didenheim,station_carburant,,320 avenue d'altkirch,Brunstatt-Didenheim,France,47.723535,7.319675,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 DAB. (68350 Brunstatt-Didenheim)",true,prix_carburants_gouv,
Station 83 Thiron-Gardais,station_carburant,,83 rue de l'étang,Thiron-Gardais,France,48.313,0.991,true,false,true,false,false,,⛽ Diesel. 🛒 Boutique  🔵 Gaz  💳 CB 24h/24. (28480 Thiron-Gardais),true,prix_carburants_gouv,Ouvert 24h/24
Station Route Caumont-sur-Aure,station_carburant,,Route de Torigni,Caumont-sur-Aure,France,49.08893,-0.8136,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 DAB. (14240 Caumont-sur-Aure)",true,prix_carburants_gouv,
Station Avenue Ferrière-la-Grande,station_carburant,,Avenue Georges Clémenceau,Ferrière-la-Grande,France,50.2601,4.00607,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔵 Gaz  💳 DAB. (59680 Ferrière-la-Grande)",true,prix_carburants_gouv,
Station AIRE Salles-d'Aude,station_carburant,,AIRE DE NARBONNE VINASSAN NORD - A9,Salles-d'Aude,France,43.214,3.09,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (11110 Salles-d'Aude)",true,prix_carburants_gouv,
Station 540 Varennes-Saint-Sauveur,station_carburant,,540 route des CHARMETTES,Varennes-Saint-Sauveur,France,46.482,5.243,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. (71480 Varennes-Saint-Sauveur)",true,prix_carburants_gouv,
Station Rue Briord,station_carburant,,Rue des Verchères,Briord,France,45.78776,5.45414,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🚗 Lavage auto. (01470 Briord)",true,prix_carburants_gouv,
Station RN Ferrières-en-Bray,station_carburant,,RN 31,Ferrières-en-Bray,France,49.478,1.74,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (76220 Ferrières-en-Bray)",true,prix_carburants_gouv,Ouvert 24h/24
Station 13 Saint-Yrieix-la-Perche,station_carburant,,13 Avenue de Périgueux,Saint-Yrieix-la-Perche,France,45.507,1.202,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔵 Gaz  💳 CB 24h/24. (87500 Saint-Yrieix-la-Perche)",true,prix_carburants_gouv,Ouvert 24h/24
Station 3 Saint-Maurice-sur-Moselle,station_carburant,,3 RUE DU PONT JEAN RN66,Saint-Maurice-sur-Moselle,France,47.856,6.811,true,false,true,false,false,,⛽ Diesel. 💳 CB 24h/24. (88560 Saint-Maurice-sur-Moselle),true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Brionne,station_carburant,,Rue des Martyres,Brionne,France,49.199,0.716,true,false,true,false,false,,"⛽ Diesel, SP95, E85. 🔵 Gaz  💳 DAB. (27800 Brionne)",true,prix_carburants_gouv,
Station Route Chartres,station_carburant,,Route de Patay,Chartres,France,48.432401,1.492715,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 💳 DAB. (28000 Chartres)",true,prix_carburants_gouv,
Station 18A Dannemarie,station_carburant,,18A Rue de Belfort,Dannemarie,France,47.634,7.122,true,false,true,false,false,,⛽ E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (68210 Dannemarie),true,prix_carburants_gouv,"Lun 07.00-19.00, Mar 07.00-19.00, Mer 07.00-19.00"
Station 8 Langon,station_carburant,,8 ROUTE DE VILLANDRAUT,Langon,France,44.551,-0.265,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (33210 Langon)",true,prix_carburants_gouv,
Station Place Verdun,station_carburant,,Place Maurice Genevoix,Verdun,France,49.165,5.38,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (55100 Verdun)",true,prix_carburants_gouv,"Lun 09.00-20.00, Mar 09.00-20.00, Mer 09.00-20.00"
Station Avenue Ventabren,station_carburant,,Avenue Charles de Gaulle,Ventabren,France,43.546311,5.293925,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 CB 24h/24. (13122 Ventabren)",true,prix_carburants_gouv,Ouvert 24h/24
Station Viaduc Messeix,station_carburant,,Viaduc du Chavanon,Messeix,France,45.624,2.481,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (19340 Messeix)",true,prix_carburants_gouv,
Station 6 Vannes,station_carburant,,6 Avenue Georges Pompidou,Vannes,France,47.664,-2.767,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  💳 CB 24h/24  💳 DAB. (56000 Vannes)",true,prix_carburants_gouv,Ouvert 24h/24
Station 38 Saint-Claude,station_carburant,,38 Route de Lyon,Saint-Claude,France,46.38038,5.83492,true,false,true,false,false,,"⛽ Diesel, SP95, E10. 🔧 Gonflage  🚗 Lavage auto. (39200 Saint-Claude)",true,prix_carburants_gouv,
Station Zone Sérent,station_carburant,,Zone commerciale du Pont Saint-Pierre,Sérent,France,47.824,-2.506,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (56460 Sérent)",true,prix_carburants_gouv,Ouvert 24h/24
Station ROND Égat,station_carburant,,ROND POINT D'EGAT,Égat,France,42.498,2.013,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (66120 Égat)",true,prix_carburants_gouv,Ouvert 24h/24
Station 25 Gouesnou,station_carburant,,25 RUE DE BREST,Gouesnou,France,48.447643,-4.464598,true,false,true,false,false,,"⛽ Diesel, SP95. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage. (29850 Gouesnou)",true,prix_carburants_gouv,"Lun 07.45-18.30, Mar 07.45-18.30, Mer 07.45-18.30"
Station RUE La Teste-de-Buch,station_carburant,,RUE LAGRUA,La Teste-de-Buch,France,44.641,-1.156,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🍽️ Restauration  🔧 Gonflage  🚗 Lavage auto. (33260 La Teste-de-Buch)",true,prix_carburants_gouv,Ouvert 24h/24
Station 4 Bellegarde,station_carburant,,4 avenue des arenes,Bellegarde,France,43.757,4.512,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 📦 Relais colis  🔧 Gonflage  🚗 Lavage auto  🚗 Lavage. (30127 Bellegarde)",true,prix_carburants_gouv,
Station 26 Châtillon-sur-Indre,station_carburant,,26 Rue Jean Lurçat,Châtillon-sur-Indre,France,46.987,1.169,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🚗 Lavage auto  🚗 Lavage. (36700 Châtillon-sur-Indre)",true,prix_carburants_gouv,Ouvert 24h/24
Station 1001 Coquelles,station_carburant,,1001 BOULEVARD DU KENT,Coquelles,France,50.937,1.809,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, E10, SP98. 🔧 Gonflage  🏕️ Camping-cars  💳 CB 24h/24. (62231 Coquelles)",true,prix_carburants_gouv,Ouvert 24h/24
Station 32 Saint-Denis-de-Pile,station_carburant,,32 Route de Lussac,Saint-Denis-de-Pile,France,44.99257,-0.20126,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚗 Lavage  🔵 Gaz  💳 DAB. (33910 Saint-Denis-de-Pile)",true,prix_carburants_gouv,
Station ROUTE Valençay,station_carburant,,ROUTE DE CHATEAUROUX,Valençay,France,47.143,1.573,true,false,true,false,false,,⛽ Diesel. 🔧 Gonflage  🚗 Lavage  🔵 Gaz. (36600 Valençay),true,prix_carburants_gouv,
Station RTE Saint-Martin-en-Haut,station_carburant,,RTE DE LYON,Saint-Martin-en-Haut,France,45.65965,4.56564,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (69850 Saint-Martin-en-Haut)",true,prix_carburants_gouv,
"Station 17, Troyes",station_carburant,,"17, BLD GEORGES POMPIDOU",Troyes,France,48.288,4.08,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (10000 Troyes)",true,prix_carburants_gouv,Ouvert 24h/24
Station 8 Montgeron,station_carburant,,8 Rue de la Longueraie,Montgeron,France,48.72,2.442,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 💳 CB 24h/24. (91270 Montgeron)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Le Temple-sur-Lot,station_carburant,,Route de Bordeaux,Le Temple-sur-Lot,France,44.381,0.532,true,false,true,false,false,,"⛽ Diesel, SP95. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (47110 Le Temple-sur-Lot)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Wimereux,station_carburant,,Rue du Bon Air,Wimereux,France,50.778,1.617,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (62930 Wimereux)",true,prix_carburants_gouv,Ouvert 24h/24
Station Aire Capendu,station_carburant,,Aire des corbières SUD A61,Capendu,France,43.185295,2.561177,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  💳 DAB. (11700 Capendu)",true,prix_carburants_gouv,
Station ZAC Crégy-lès-Meaux,station_carburant,,ZAC DES VIGNES,Crégy-lès-Meaux,France,48.97462,2.87015,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 📦 Relais colis  🛒 Boutique  🔵 Gaz. (77124 Crégy-lès-Meaux)",true,prix_carburants_gouv,
Station AVENUE Châtillon-sur-Chalaronne,station_carburant,,AVENUE MARECHAL FOCH,Châtillon-sur-Chalaronne,France,46.119,4.961,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (01400 Châtillon-sur-Chalaronne)",true,prix_carburants_gouv,Ouvert 24h/24
Station 6 École-Valentin,station_carburant,,6 Rue de Châtillon,École-Valentin,France,47.284,5.993,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 🔧 Gonflage  🚗 Lavage  💳 CB 24h/24. (25480 École-Valentin)",true,prix_carburants_gouv,Ouvert 24h/24
Station 88 Haguenau,station_carburant,,88 Route de Bischwiller,Haguenau,France,48.803,7.812,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 💳 DAB. (67500 Haguenau)",true,prix_carburants_gouv,
Station Parc Loriol-sur-Drôme,station_carburant,,Parc des Crozes,Loriol-sur-Drôme,France,44.759,4.835,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, E10, SP98. 🚻 Toilettes  📦 Relais colis  🔧 Gonflage  🚗 Lavage auto. (26270 Loriol-sur-Drôme)",true,prix_carburants_gouv,Ouvert 24h/24
Station 50 Grans,station_carburant,,50 IMPASSE DES CHENES VERTS,Grans,France,43.601651,5.074675,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis. (13450 Grans)",true,prix_carburants_gouv,
Station Avenue Montélimar,station_carburant,,Avenue des Catalins,Montélimar,France,44.567,4.759,true,false,true,false,false,,"⛽ Diesel, SP95, E85, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (26200 Montélimar)",true,prix_carburants_gouv,Ouvert 24h/24
Station STATION Lacapelle-Marival,station_carburant,,STATION SERVICE TOTAL ENERGIES - 142 route de Figeac,Lacapelle-Marival,France,44.728,1.921,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (46120 Lacapelle-Marival)",true,prix_carburants_gouv,Ouvert 24h/24
Station 1 Moosch,station_carburant,,1 Rue du Général de Gaulle,Moosch,France,47.856,7.055,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage. (68690 Moosch)",true,prix_carburants_gouv,Ouvert 24h/24
